date,ABI.BR,AD.AS,ADS.DE,ADYEN.AS,AI.PA,AIR.PA,ALV.DE,ASML.AS,BAS.DE,BAYN.DE,BBVA.MC,BMW.DE,BN.PA,BNP.PA,CS.PA,DB1.DE,DG.PA,DHL.DE,DTE.DE,EL.PA,ENEL.MI,ENI.MI,IBE.MC,IFX.DE,INGA.AS,ISP.MI,ITX.MC,KER.PA,MBG.DE,MUV2.DE,NDA-FI.HE,NOKIA.HE,OR.PA,PRX.AS,RACE.MI,RI.PA,RMS.PA,SAF.PA,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,STLAM.MI,SU.PA,TTE.PA,UCG.MI,VOW3.DE,^STOXX50E
2025-06-10,60.8112,34.5789,208.9781,1744.8000,163.6008,160.9461,332.3081,678.2549,41.7024,26.6686,12.5333,73.5959,71.0994,71.6464,39.8144,273.1399,120.5544,39.4119,31.8086,245.5957,7.3204,12.7735,15.2262,36.7026,17.2650,4.5626,47.5541,179.1851,48.7007,536.9593,11.5803,4.5392,374.9343,47.2956,422.6871,83.1887,2323.5862,257.4077,6.7694,82.9521,261.2657,96.3439,214.4900,9.1510,224.4379,49.9475,54.1600,86.8271,5415.3799
2025-06-11,60.6539,34.3499,205.9353,1721.8000,163.9212,160.6515,330.7785,683.9030,41.2709,27.6757,12.5998,72.9341,70.6356,71.5807,39.7201,269.9947,120.9875,39.2969,31.2662,244.2280,7.3342,12.7529,15.2262,36.1568,17.1174,4.5710,45.4764,177.5895,48.6166,535.6231,11.5390,4.4752,371.0114,47.2258,419.8198,82.1480,2336.4563,257.0122,6.7908,82.1188,258.7583,96.4021,215.1265,9.0280,219.8103,49.9102,54.3889,85.9272,5393.1499
2025-06-12,60.7325,34.2068,201.9108,1700.0000,163.9390,159.8464,328.0061,670.4269,40.9353,27.7405,12.5618,72.5748,70.7515,71.8248,39.5125,267.3409,121.4206,39.6613,30.0942,241.0042,7.3829,12.9473,15.3488,35.2934,17.0707,4.5434,44.6840,172.0343,48.2709,533.1415,11.5987,4.4326,368.5105,47.2158,408.3504,82.5497,2311.7061,255.2322,6.8269,83.0374,256.7917,95.5871,212.8254,8.7810,217.5950,51.0194,54.3508,85.1959,5360.8198
2025-06-13,60.9095,34.1973,196.3158,1656.2000,162.6930,158.6485,326.5721,658.5364,40.3887,27.4015,12.3147,71.1944,70.1718,70.6979,39.2672,263.3112,119.9769,39.0955,29.7649,236.4127,7.3434,13.0818,15.2781,35.1495,16.8222,4.5065,44.1815,169.9855,47.4860,528.1786,11.4058,4.3512,363.9011,46.5281,396.9798,81.8923,2272.1047,250.3867,6.6904,82.2040,250.4985,92.9481,210.4754,8.4830,217.0535,51.0753,53.5591,83.2835,5290.4702
2025-06-16,60.8701,34.1496,197.5918,1687.4000,163.3338,159.0805,328.7709,663.9863,40.6764,27.4962,12.5571,70.0220,69.9205,72.7828,39.6257,268.8152,120.5544,39.1722,30.2492,237.1942,7.3461,13.0743,15.3017,35.2537,16.9717,4.6126,44.2201,189.9803,47.1122,536.3867,11.5711,4.4616,363.0674,46.8321,399.8472,80.9976,2282.9951,256.2211,6.9527,81.3327,253.1534,95.2184,211.5035,8.5390,218.5304,50.8143,55.4000,83.7148,5339.5698
2025-06-17,60.5163,33.9588,193.9109,1682.4000,162.1946,157.8238,323.8952,659.9237,40.8202,27.0824,12.4050,69.4358,69.2441,71.3459,39.2766,265.5718,119.6400,38.9037,29.6099,234.9473,7.3305,13.2219,15.3158,34.6682,16.7381,4.4883,43.3988,182.2188,46.2759,528.9421,11.4242,4.3638,361.8906,46.4633,397.5731,80.7968,2271.1150,256.9133,6.7664,80.3572,251.7768,93.8601,209.5451,8.3990,218.4811,51.7370,53.3969,82.9273,5288.6802
2025-06-18,60.7129,33.9493,193.8128,1603.8000,161.2156,160.0231,322.8436,658.9329,40.3504,27.1273,12.4287,68.5849,69.5340,71.9094,39.3993,264.5889,119.2069,38.9708,29.3871,235.8265,7.3222,13.2425,15.2687,33.9388,16.9100,4.5079,42.9349,177.9441,45.7340,528.1786,11.4196,4.3570,362.8713,46.6627,396.4855,80.7237,2258.2446,259.0889,6.7908,78.4252,248.7285,92.5212,206.6566,8.3230,214.1982,50.8889,53.8834,82.2148,5266.9102
2025-06-19,60.3393,33.5773,189.7392,1548.2000,158.7236,158.8252,318.7328,647.1414,39.7463,26.8531,12.2054,67.6016,68.8383,70.0968,39.2295,262.2300,116.5118,38.5681,29.4549,234.7520,7.3139,13.3191,15.3064,33.7900,16.5157,4.4406,42.3648,172.2707,45.2808,528.7512,11.3094,4.2824,356.5946,45.5961,391.2451,80.1577,2203.7935,255.0344,6.6279,78.7188,243.6153,90.6971,203.5721,8.1550,211.2936,51.9777,52.7960,81.1274,5197.0298
2025-06-20,61.0864,34.1401,191.8005,1531.6000,159.0974,164.4611,325.2336,644.4661,39.7750,26.6088,12.2719,68.0743,69.1668,69.7775,40.1918,267.3409,117.1375,38.9516,29.5421,235.2404,7.3535,13.3658,15.4997,33.9587,16.5793,4.4986,42.7320,176.3287,45.4397,539.0590,11.3094,4.2824,357.9186,45.9749,394.1125,79.8473,2234.4841,257.3089,6.7450,78.8135,246.9586,91.9584,204.9430,8.1820,210.7521,51.7504,53.2157,81.8399,5233.5801
2025-06-23,60.6146,34.4072,193.3220,1542.0000,155.3949,163.9702,321.4096,662.5992,39.5832,26.1600,12.1578,68.2824,69.1668,68.6318,39.3710,267.4392,116.4156,38.2516,30.0167,235.1427,7.4391,13.2892,15.6929,34.3358,16.6335,4.4448,42.8286,172.8616,45.2808,522.6429,11.1533,4.2959,352.0832,47.4700,393.2226,79.2813,2241.4141,256.1222,6.6884,78.6715,245.7786,90.8912,204.4534,8.0100,209.5706,51.3907,52.4717,81.5961,5221.8999
2025-06-24,60.0640,34.6647,195.5305,1596.2000,156.9258,167.5049,325.7117,685.0920,40.7915,26.4093,12.4668,69.1711,69.0315,70.7918,39.5125,266.3581,118.3406,37.4270,30.7044,236.8035,7.4722,12.9510,15.7495,35.3232,17.1660,4.5495,42.8576,177.7668,46.1264,524.9335,11.4609,4.3686,356.5456,48.0282,394.3102,79.4456,2253.2947,260.1767,6.8981,79.2302,250.6951,94.9079,210.0347,8.2540,215.0843,49.7054,54.5606,84.5022,5297.0698
2025-06-25,57.9210,33.8253,193.4692,1582.8000,155.1991,168.4278,324.9468,688.1638,39.8422,26.3345,12.0818,68.9442,67.4275,70.6321,39.3993,267.8324,118.4368,36.8612,29.7842,232.6027,7.3921,12.8370,15.4101,34.6831,17.1155,4.5173,42.1232,174.1618,45.6546,526.2698,11.4379,4.3105,349.2391,47.9036,403.0112,77.8936,2243.3943,260.7700,6.7333,77.9044,248.2860,93.8989,209.1535,8.5090,212.1797,49.4971,53.7117,83.6773,5252.0098
2025-06-26,58.0586,33.5486,188.6595,1532.0000,154.9321,172.9051,325.3292,671.2197,40.1298,26.2049,12.1293,68.9820,67.1570,70.6885,39.2389,271.6656,119.2550,37.0050,29.7745,225.7644,7.4151,12.8090,15.4525,35.1743,17.1548,4.4972,41.7753,171.8570,44.9958,523.0247,11.4150,4.2184,343.0114,47.7092,399.3528,78.2588,2211.7134,264.3300,6.7167,77.9423,247.4502,94.9467,210.3775,8.4250,212.7213,49.7149,53.5686,82.4211,5244.0298
2025-06-27,57.7637,33.7490,195.9232,1576.6000,157.1572,174.9670,328.6753,676.2731,41.1175,26.8979,12.3670,72.6505,67.1570,72.2193,39.5880,272.6484,120.3137,38.1557,30.1523,228.8905,7.4197,12.9211,15.3912,35.3877,17.5845,4.5603,42.5870,181.4308,47.1776,524.9335,11.6675,4.2533,348.3074,47.4301,415.2716,78.5326,2252.3044,269.1756,6.8640,78.1222,253.6943,98.0903,218.1130,8.8180,226.4563,49.7244,53.9120,85.6272,5325.6401
2025-06-30,57.2525,33.8634,194.3035,1558.4000,155.8755,174.0440,328.9621,671.4178,40.1394,25.4620,12.4097,71.3457,67.0217,71.6746,39.3144,272.1570,120.4100,38.1557,29.9973,227.5228,7.4115,12.8557,15.3582,35.8392,17.4014,4.5729,42.6933,181.7854,46.4301,525.5062,11.5803,4.2698,356.1042,47.3155,411.4155,77.2362,2276.0649,272.8344,6.8542,77.8570,253.8417,96.6738,213.1192,8.5090,222.3211,49.3267,54.2840,84.0148,5303.2402
2025-07-01,58.2159,34.1114,202.4016,1532.4000,156.4095,169.1937,327.7192,662.1036,40.3504,26.3844,12.2149,71.1944,67.8334,70.6227,38.7389,270.0930,120.7469,38.1557,30.1232,229.4766,7.5826,12.8837,15.4478,35.2140,17.4033,4.5294,42.8769,192.5807,46.1171,520.1614,11.4196,4.2620,365.6664,46.6676,410.7234,81.1072,2290.9153,261.9567,6.7937,78.6715,251.3343,95.0438,211.1608,8.6010,218.9242,49.5634,53.3492,83.6773,5282.4302
2025-07-02,57.8817,33.7394,204.4629,1530.6000,156.5341,172.0018,325.5204,671.4178,41.3668,26.2797,12.3907,74.7683,67.0797,71.9657,38.3426,264.2940,120.2656,37.6955,30.0942,231.2351,7.5439,13.0575,15.3582,35.9285,17.7060,4.5696,42.5097,199.6035,47.3925,526.4606,11.4885,4.2698,365.6664,46.3287,409.6357,82.9879,2297.8455,263.3411,6.9449,79.1829,248.8760,95.5289,214.9306,8.7450,220.2042,50.5386,54.1123,85.2522,5318.7202
2025-07-03,57.7441,34.0638,203.6776,1535.0000,156.5875,173.5531,328.7709,670.9224,40.4654,25.9756,12.5998,74.0687,66.6931,71.9188,39.0597,267.2426,120.5544,37.9735,30.0458,230.1605,7.5071,13.0631,15.4054,36.6331,17.8910,4.5981,43.0025,195.4568,47.2711,530.4692,11.6492,4.2639,365.6664,46.7573,413.1952,82.2575,2327.5461,267.0000,7.0698,78.1033,253.8909,95.3154,216.6932,8.7470,221.9272,50.5291,54.3889,85.4022,5343.1499
2025-07-04,57.9407,34.1114,201.5182,1518.0000,155.7687,172.1982,326.6677,653.3840,39.9668,26.1202,12.2766,73.5959,66.7511,70.3222,38.6823,266.3581,119.5919,37.3406,29.8617,228.0112,7.4933,13.0071,15.3754,36.5190,17.7639,4.5509,42.0652,195.1613,46.7945,532.3781,11.4976,4.2601,362.8223,46.3238,404.1976,81.9471,2318.6360,266.8022,6.9537,78.8798,251.2360,94.1124,211.5035,8.5730,218.4811,50.1504,53.8452,84.3897,5288.8101
2025-07-07,57.7244,34.2450,205.4445,1562.8000,156.1069,174.0637,334.2201,665.4726,39.6408,26.0753,12.5000,73.8039,65.8235,71.3177,39.1823,270.2896,120.6025,37.4461,30.0264,231.4304,7.4381,12.9454,15.2110,36.8217,17.9171,4.6168,42.5097,192.4625,46.6263,541.3497,11.6308,4.2756,365.5683,47.4750,410.5256,81.5819,2376.0576,271.6478,7.1195,78.0748,256.7917,95.2766,213.8046,8.3940,220.4996,49.0332,54.7037,84.4835,5341.5400
2025-07-08,56.9773,33.3388,205.1500,1563.6000,155.7509,175.6739,335.2717,672.7061,40.6668,27.1023,12.7044,75.4680,65.3017,71.7591,39.1068,265.4735,120.3137,37.9256,30.0554,233.8727,7.3912,13.1883,15.1143,37.5312,18.0087,4.6164,41.7753,195.0234,47.5514,543.2585,11.6032,4.2862,366.7942,47.7441,414.3817,84.1930,2380.0176,271.9444,7.1937,78.9177,259.7416,95.6259,212.5316,8.6450,220.5980,50.0273,55.7434,85.5522,5371.9502
2025-07-09,56.6824,33.5677,208.3892,1575.6000,157.4598,179.0515,340.5298,673.5978,41.7312,27.2519,12.9278,77.5291,65.6495,74.0694,39.6729,267.1443,122.2869,38.2516,30.1426,247.0610,7.4694,13.3172,15.1385,37.6205,18.4945,4.7379,42.0652,196.7963,48.8315,550.5121,11.8788,4.2058,367.1375,47.4351,413.2941,84.6129,2409.7185,276.4933,7.3644,78.9082,261.0691,98.5269,220.8057,8.7060,224.1918,50.4439,58.2998,86.8834,5445.6499
2025-07-10,57.0166,33.7680,208.2910,1511.0000,157.0860,179.9745,332.9773,683.7047,42.3065,27.7006,12.6901,80.7437,65.9008,73.1678,39.2861,265.0804,121.4206,38.4722,29.6002,244.2280,7.3728,13.3434,15.0611,37.9629,18.4347,4.6636,42.5194,203.2971,49.6257,543.4494,11.9017,4.2291,374.8853,47.9534,419.9187,87.7170,2449.3193,272.9333,7.1605,79.7038,258.7091,98.2843,222.0787,9.0050,221.9764,50.6522,56.5924,88.1771,5438.2700
2025-07-11,56.7414,33.4723,204.3647,1519.0000,155.8400,179.8959,331.3521,677.6604,41.5490,27.2619,12.2957,80.9139,65.5529,71.9375,39.3333,262.6232,121.0837,37.6859,29.5808,236.8035,7.3471,13.3490,15.0611,37.6900,18.2067,4.5995,41.9492,195.6931,49.6257,542.3041,11.6262,4.1380,366.6471,48.2575,416.8535,86.4936,2411.6982,276.3944,7.0347,78.6336,254.4317,97.4111,218.4068,8.5860,221.7303,51.0025,55.2665,88.1021,5383.4800
2025-07-14,56.9969,33.7585,202.7942,1509.8000,155.6263,179.6799,329.8225,681.0294,41.0120,27.4314,12.3574,78.9095,65.9201,72.0127,39.4087,261.6403,120.5544,37.2831,29.6196,238.1711,7.3222,13.2649,15.1917,37.0698,18.0853,4.6089,41.2921,194.0187,48.4204,541.3497,11.5987,4.1428,365.9116,47.7092,414.3817,85.4711,2384.9678,278.0756,7.0532,79.1166,253.7434,96.7708,215.7140,8.4340,220.2042,50.5007,55.5527,86.4334,5370.8501
2025-07-15,56.7217,33.3960,203.8739,1513.2000,154.6829,176.8718,324.7556,699.6578,41.5682,27.2370,12.1150,80.4223,65.5916,71.5901,39.0785,258.9865,119.1587,37.1105,29.2612,236.6081,7.2679,13.2631,15.0370,37.3724,18.1208,4.5584,40.5480,193.7035,49.1399,535.2413,11.4747,3.9936,360.5175,48.6960,414.8761,85.1242,2373.0872,276.7900,6.9683,78.3211,255.4642,96.4021,213.7556,8.5300,222.3703,50.6333,54.9231,87.6896,5354.1699
2025-07-16,56.6234,33.5486,203.6776,1511.4000,154.0955,177.7162,327.0500,620.0905,40.2928,27.4862,12.0675,79.8550,65.2437,71.4492,39.0030,260.5591,118.1000,37.1105,29.2806,237.2919,7.2348,13.2705,15.0853,37.1243,18.0087,4.5668,40.4514,189.3106,48.2055,543.8311,11.4655,3.9722,356.9869,48.1927,423.6759,84.3208,2395.8579,276.8889,6.9957,78.7946,255.6117,94.0541,212.6296,8.0000,219.1211,50.2640,54.6942,84.4835,5298.0698
2025-07-17,57.3705,33.6250,202.6960,1551.6000,154.8431,181.9185,329.8225,644.2678,40.7819,27.8901,12.1388,79.2688,65.3983,72.4541,39.2389,259.0848,119.7362,37.4365,29.6680,238.5619,7.2569,13.2182,15.0756,37.8587,18.2852,4.6047,40.8959,189.5076,48.5045,546.8853,11.1579,4.0275,357.0359,48.8704,429.8061,84.9051,2370.1172,280.6466,7.1108,79.1166,261.3641,97.3626,221.2953,8.1730,236.0561,50.1504,55.2856,84.9335,5377.1499
2025-07-18,57.3902,33.6727,202.0090,1556.2000,153.0809,182.8415,330.3961,627.7202,40.7531,27.5909,12.1293,78.9662,65.7655,73.1021,39.5219,259.6746,120.1212,37.4653,29.4452,238.1711,7.2863,13.2332,15.0708,37.8240,18.3487,4.6098,40.6543,194.3733,47.9625,547.4579,11.2221,4.0052,355.5648,49.6479,431.5858,86.0189,2343.3867,282.1300,7.0756,78.7188,259.6433,97.5567,219.5328,7.9130,233.4962,50.3208,55.3905,84.6710,5359.2300
2025-07-21,57.7047,33.4342,201.2237,1562.0000,153.2055,182.6451,328.4841,618.4059,41.7024,27.4763,12.0390,79.8928,64.9152,73.0081,39.6257,257.7088,119.9287,37.4653,29.3484,237.8781,7.3310,13.2276,15.2352,38.2110,18.3693,4.6023,40.6253,194.3733,48.1587,551.4666,11.2543,3.9771,355.7119,49.7875,429.6083,85.3250,2305.7656,279.9544,7.1049,77.9423,259.0533,97.8477,219.8755,8.0350,232.1178,50.0463,55.3619,85.1397,5342.9800
2025-07-22,57.9407,32.9572,199.2605,1549.6000,152.7427,178.0304,325.4248,596.9040,41.7216,27.7256,12.0010,78.7015,64.8958,72.3883,39.1634,255.9396,118.1481,37.3886,29.4646,236.7058,7.4318,13.2369,15.3706,36.8713,18.2665,4.6014,40.6253,199.5542,47.6542,548.9850,11.1533,3.9800,360.8608,49.6728,423.1815,87.4249,2278.0449,272.4389,7.0503,78.1790,255.1692,95.7811,215.7630,7.8810,228.2286,49.9894,55.4000,84.3522,5290.4800
2025-07-23,58.5698,33.0622,196.2667,1533.2000,153.2945,180.0530,330.1093,601.0656,43.1503,28.3936,12.2149,81.9729,64.9152,73.7031,39.6163,255.6448,120.3619,37.3886,29.5227,240.5157,7.3519,13.3602,14.6501,35.5713,18.6477,4.6912,41.4564,209.4039,50.4013,551.6574,11.4288,3.6786,367.7259,51.9703,427.4331,89.3061,2330.5164,275.5045,7.2015,80.1678,244.6970,98.9635,222.9599,8.6010,232.5116,50.5007,57.4127,89.5457,5344.2500
2025-07-24,58.9630,33.1385,194.8434,1542.4000,153.8819,179.2872,329.3445,610.2808,43.8599,29.0418,12.3527,81.8972,65.0311,73.9942,39.8144,254.6619,119.0625,39.0188,31.0143,241.4926,7.2835,13.4536,14.7469,34.0629,18.9140,4.7360,41.5917,209.2069,50.5321,548.9850,11.6446,3.6340,366.4510,51.7311,434.1565,91.1218,2323.5862,275.9989,7.3907,80.7076,241.9929,99.6427,222.5193,8.2460,235.2192,48.7208,58.4142,89.9770,5355.2002
2025-07-25,58.5895,33.1385,195.2851,1559.2000,152.7961,176.9307,326.4764,599.3811,43.7736,29.1265,12.3860,84.1664,64.5286,74.0694,39.8805,250.4356,119.5437,39.1147,30.6850,243.9349,7.3339,13.6984,14.8387,34.2366,18.8719,4.7295,41.9299,218.4656,51.8496,547.6489,11.5711,3.5866,367.4807,51.3623,435.9362,93.6394,2361.2070,274.4167,7.4063,80.6035,240.9112,99.1090,222.5683,8.5050,232.6100,48.5977,58.4047,94.0736,5352.1602
2025-07-28,56.4661,32.8618,192.9784,1583.4000,153.4369,174.4171,324.6600,624.2187,43.0257,28.8723,12.5285,81.4056,63.5624,72.6701,39.7673,245.7178,118.7256,39.2201,30.2007,240.5157,7.3196,13.7769,14.6888,34.7278,18.8252,4.7538,41.7656,212.6543,50.1864,544.4038,11.5803,3.5826,366.4019,50.9736,434.1565,90.3730,2364.1770,272.7355,7.3663,80.9728,239.9771,97.6052,220.9526,8.2730,232.4624,49.6107,58.8339,90.7082,5337.5801
2025-07-29,56.6627,33.0812,194.0582,1527.0000,156.0358,176.1845,329.5357,618.9532,42.0956,28.4934,12.8327,81.4623,64.1228,73.7031,40.0597,249.7476,120.4581,38.1461,30.7141,257.1232,7.3044,13.8330,14.7614,35.2091,19.0634,4.8594,41.8719,209.2561,49.7192,549.5577,11.6492,3.3495,366.4019,51.1231,434.7498,88.4263,2354.2771,278.5700,7.5273,81.3043,244.3036,98.1873,222.3235,8.2860,234.5792,49.7338,60.0930,89.5457,5379.2002
2025-07-30,57.1346,32.9572,171.6781,1528.6000,155.1458,175.6150,330.3961,623.4240,42.1435,28.1244,12.8898,79.8739,68.8383,74.2572,40.2012,248.3715,120.2175,38.1653,30.8303,252.3363,7.3795,13.9152,14.8726,35.6060,19.2083,5.0726,41.3984,212.6543,48.0186,546.8853,11.8191,3.5209,381.0639,50.7244,431.1903,88.1830,2247.3545,277.6800,7.5048,80.9918,248.7777,98.1873,224.1839,7.9120,235.5146,49.5066,61.1995,87.7458,5393.1802
2025-07-31,50.5285,33.0049,164.9543,1510.6000,153.7929,172.8462,331.9257,609.1175,41.3860,27.2719,13.9164,79.3066,69.4567,75.1869,40.2673,249.7476,117.0412,37.8297,30.4913,254.5833,7.3510,13.9301,14.8484,34.3705,19.1429,4.9501,40.4997,213.2453,46.8132,549.3668,11.7548,3.5150,381.8485,50.0765,380.9622,84.5703,2129.5415,286.2833,7.3507,74.6655,246.6144,97.3141,220.2182,7.7630,224.7333,49.2510,61.6478,86.3584,5319.9199
2025-08-01,49.0933,32.6138,164.1691,1448.4000,151.4967,166.0321,319.4020,591.1351,40.0531,28.0397,13.6455,77.6237,70.0558,71.8718,37.1067,250.2390,114.2981,36.6982,30.1523,249.4056,7.3101,13.7339,14.7614,33.5419,18.2871,4.6743,39.7459,212.9005,45.8788,538.1046,11.5987,3.3994,368.8538,48.2325,375.0298,83.8215,2057.2698,277.1855,7.0181,76.0860,240.5670,88.2716,208.5170,7.5890,210.6044,48.3515,59.3395,83.5835,5319.9199
2025-08-04,49.5651,32.8905,163.7274,1457.2000,153.2945,169.1937,330.1093,598.4869,39.9668,27.4164,14.0685,78.0775,70.5776,73.7219,37.7199,252.5979,115.4531,37.5516,30.5301,250.2849,7.4660,13.7059,14.9886,33.4972,18.5401,4.8258,39.9682,211.8171,45.5705,550.7030,11.7823,3.4612,372.5315,49.6031,374.0410,84.1397,2076.0801,284.5033,7.2961,77.6581,240.6654,89.2612,212.2868,7.5670,215.9212,48.8344,61.5047,83.1335,5242.3198
2025-08-05,50.5875,32.8332,163.1875,1452.2000,153.9709,172.0214,332.0213,593.2213,40.7531,27.6458,14.1920,79.1742,69.8819,73.6092,38.3049,250.7304,116.0787,37.3406,30.4526,247.0610,7.4052,13.7769,14.9693,35.0304,18.6771,4.7977,39.8909,208.2219,46.1685,554.3298,11.7226,3.4474,366.1077,49.7675,382.5442,85.0757,2074.1001,284.3055,7.3068,77.6866,242.5337,90.0374,214.2452,7.5840,211.4905,49.1374,61.4093,84.6522,5249.5898
2025-08-06,50.8628,32.9763,159.8992,1488.0000,152.8673,174.6724,336.8969,589.0487,40.9832,24.9036,14.4867,80.1197,69.3601,74.4732,38.4558,251.3201,116.8487,37.2543,30.3266,243.5442,7.4280,13.9152,15.0370,34.0530,18.8997,4.8361,40.1325,206.1042,46.6450,563.3015,11.8053,3.4425,367.4317,50.3456,373.0523,87.1347,2091.9204,286.8767,7.4209,75.4515,244.6970,90.7165,214.4411,7.6330,211.5398,49.7054,61.7432,85.3647,5263.2900
2025-08-07,51.5509,33.4819,163.4820,1521.0000,154.4871,174.1815,350.7590,606.7331,42.9202,25.2975,14.7291,81.6514,68.9542,74.6610,39.2200,254.5636,118.1962,38.5968,28.8156,246.3772,7.3738,13.8330,15.0853,34.2316,19.2298,4.9155,40.9056,209.8964,47.6915,580.0992,11.9614,3.4484,374.7872,50.5350,378.6881,89.1750,2100.8308,287.9644,7.5838,76.5596,250.4985,93.6854,222.3724,7.8960,216.9058,49.5918,63.1263,87.4271,5332.0698
2025-08-08,52.1210,33.4432,164.4145,1494.8000,154.6651,173.0229,348.9426,612.8928,43.6106,25.6415,15.1521,82.6725,69.4760,76.5393,39.0502,253.9739,119.0144,39.1530,28.5735,247.0610,7.3976,13.8274,15.0273,35.1892,19.5104,4.9884,41.3501,212.4080,48.7007,538.2955,12.0808,3.4582,376.9448,50.3357,376.2162,89.6243,2092.9106,287.9644,7.7594,76.6448,245.9261,95.0050,227.5621,8.0860,218.5796,49.9042,64.4140,89.4145,5347.7402
2025-08-11,51.8261,33.7916,161.1753,1495.6000,153.5259,172.6105,347.8910,622.9272,42.9106,25.6365,15.2662,81.8594,68.4711,76.5862,39.2672,256.4311,120.2175,38.9133,29.0190,245.8887,7.4261,13.8031,15.1095,35.0156,19.7482,4.9782,40.7993,209.8964,48.3269,541.1588,12.0670,3.4602,373.0709,50.5051,376.1174,89.9986,2016.6788,284.0089,7.8033,77.0331,245.1886,93.9183,223.3027,8.0200,215.2812,49.7244,64.2423,90.7082,5331.8501
2025-08-12,51.7278,33.7529,163.5311,1463.6000,154.5761,177.5787,347.7954,629.7824,42.9777,25.8858,14.9810,82.7292,68.3938,76.7741,39.7389,248.2733,120.3137,39.8339,29.3677,247.9403,7.4546,13.9395,15.1046,36.4942,19.8671,4.9950,40.8476,210.1426,48.8128,527.0333,12.1634,3.4905,372.0411,50.5849,377.6005,89.9612,2025.5890,287.3711,7.8179,77.3267,228.1282,95.4707,226.2892,8.2740,218.7765,50.3398,65.2534,91.7394,5335.9702
2025-08-13,51.6688,33.3754,164.9053,1465.0000,156.4095,176.3023,352.4799,636.4388,43.8120,26.7234,15.2329,83.8449,69.1088,77.8916,40.2579,250.1407,121.8538,39.9777,29.4162,255.8532,7.5516,13.9582,15.3609,36.3354,20.1002,5.0763,41.2245,214.0825,49.2613,533.1415,12.2645,3.5072,380.6716,52.4687,379.4791,90.5602,2054.2998,286.1844,7.9360,78.7757,235.0113,95.2766,225.4569,8.2760,214.6412,49.7149,65.2248,92.4894,5388.2500
2025-08-14,51.2166,33.5690,164.7580,1392.6000,158.9728,180.4457,360.0323,638.7239,43.9846,26.5539,15.5371,83.9962,69.2828,78.8308,40.4654,252.5979,123.1050,39.9777,29.6874,257.0255,7.6229,13.9881,15.6897,36.3354,20.2619,5.1502,41.8043,208.5667,49.6351,529.8965,12.5629,3.4837,381.2600,52.5983,393.0249,90.4292,2058.2598,290.3378,8.0159,79.1166,235.6505,96.1692,228.3944,8.3240,218.5796,49.7717,65.7685,92.6768,5434.7002
2025-08-15,51.6295,33.3464,163.1384,1396.4000,160.3968,183.4895,360.8927,632.5641,44.2627,26.9677,15.6654,85.2253,69.6306,78.6054,40.9466,251.8116,124.7413,40.0736,29.8714,261.3239,7.6229,13.9881,15.7574,36.3751,20.2572,5.1502,42.0169,208.4682,49.9995,531.2327,12.5951,3.5405,385.3301,52.9372,393.0249,92.0015,2044.3994,288.5578,8.0413,80.4519,233.0447,96.0528,229.3736,8.3240,217.2012,50.6238,65.7685,93.2018,5448.6099
2025-08-18,52.2193,33.3851,163.8255,1435.2000,160.2010,180.8778,357.0687,634.5513,44.4449,27.5909,15.5514,84.4500,69.2828,77.2812,40.3616,251.2219,123.2013,39.2201,30.1039,261.6170,7.5848,13.9656,15.6655,36.3801,20.1430,5.1315,42.2101,207.0892,49.3361,531.9963,12.4252,3.5190,385.7224,52.7976,393.0249,91.3651,2052.3196,289.7444,8.0013,81.0486,232.7006,94.7915,228.6882,8.3160,215.1335,50.1977,65.3583,92.6956,5434.6401
2025-08-19,52.5143,33.8691,166.1813,1450.0000,163.1024,180.5047,357.9291,638.1278,45.6147,28.0097,15.5894,86.4355,69.8046,77.8165,40.5032,250.5338,124.1638,40.0832,30.2685,265.5247,7.6400,14.0161,15.8299,36.7175,20.3095,5.2399,42.3648,213.2453,50.6255,530.8510,12.4435,3.5719,392.2933,52.4687,400.8359,94.4349,2084.9905,288.8544,8.0374,81.9104,232.9464,97.6537,233.2903,8.5840,219.8103,50.8415,66.2835,94.5893,5483.2798
2025-08-20,53.0648,34.2950,167.0647,1453.2000,164.6510,175.8899,358.9807,634.0544,46.1517,27.8751,15.4468,85.8493,72.0077,78.2391,40.8617,255.3499,123.7788,39.6900,30.5494,269.1393,7.6980,14.0946,16.0330,36.1220,20.2239,5.2100,42.3454,218.3178,50.5228,537.5320,12.4527,3.5513,398.8642,52.3690,398.2652,96.4004,2082.0203,285.9867,7.9730,82.4218,229.8490,94.5975,228.6392,8.4280,212.2290,51.1350,65.6158,94.8705,5472.3198
2025-08-21,53.3400,34.4402,165.5433,1443.4000,163.1380,177.6376,358.4071,630.3785,45.5284,28.0496,15.6037,85.4900,71.3506,77.6850,40.6164,253.7773,123.8269,38.8845,30.6172,265.7201,7.7255,14.1618,16.0668,35.8740,20.3808,5.2437,41.9686,215.0675,50.6349,534.4778,12.2782,3.5464,392.9798,52.4288,395.8922,94.6689,2049.3496,289.2500,8.0540,82.8385,228.2757,93.5302,228.7861,8.2950,211.6875,51.4001,65.9879,94.7299,5462.1602
